,time,range,velocity_command,raw_ir1,raw_ir2,raw_ir3,raw_ir4,sonar1,sonar2
0,0.14865398400000002,0.10287558483584497,-0.0,1.520039100684262,1.5053763440860215,2.9227761485826003,1.8817204301075268,0.08751600235700607,4.564000129699707
1,0.20801186600000002,0.10288048018346342,-0.0,1.564027370478983,1.5738025415444767,2.859237536656892,1.5884652981427174,0.08734440058469772,4.564000129699707
2,0.2685709,0.10287051687318456,-0.0,1.5053763440860215,1.5298142717497556,2.8445747800586516,1.935483870967742,0.08734440058469772,4.564000129699707
3,0.328984022,0.10288389685813074,-0.0,1.5542521994134897,1.5347018572825024,2.849462365591398,1.6275659824046922,0.08751600235700607,4.564000129699707
4,0.38834190399999996,0.10288147030550483,-0.0,1.6226783968719452,1.598240469208211,2.9716520039100685,1.2609970674486803,0.08734440058469772,4.564000129699707
5,0.448557854,0.10287474733009902,0.02,1.500488758553275,1.4711632453567938,3.01564027370479,1.87683284457478,0.08734440058469772,4.564000129699707
6,0.507905006,0.10288159696058807,0.02,1.4173998044965788,1.4760508308895406,3.010752688172043,0.32746823069403713,0.08751600235700607,4.564000129699707
7,0.56892395,0.102880777887603,0.04,1.6177908113391983,1.598240469208211,2.9667644183773216,1.6177908113391983,0.08734440058469772,4.564000129699707
8,0.62891984,0.10289600752299094,0.06,1.5444770283479958,1.5249266862170088,2.9618768328445753,0.5865102639296188,0.08751600235700607,4.519000053405762
9,0.688549042,0.1037907562598644,0.06,1.5298142717497556,1.5249266862170088,2.80058651026393,1.5298142717497556,0.09266400337219237,4.519000053405762
10,0.748483896,0.10428012004592714,0.08,1.5249266862170088,1.4711632453567938,3.0303030303030303,2.0185728250244384,0.09317880123853683,3.6760001182556152
11,0.8086168770000001,0.10616942018846216,0.08,1.5053763440860215,1.5542521994134897,2.90811339198436,1.9257086999022484,0.09077639877796173,3.6760001182556152
12,0.868602038,0.10772533066969954,0.09852129535298966,1.7595307917888563,1.6226783968719452,2.697947214076246,1.66177908113392,0.09643919765949248,3.6760001182556152
13,0.9276809690000001,0.11073405185867112,0.07852129535298966,1.4516129032258065,1.4320625610948192,2.8152492668621703,1.847507331378299,0.09558120369911194,3.6760001182556152
14,0.9884669779999999,0.1154778492351548,0.07852129535298966,1.520039100684262,1.500488758553275,2.6930596285435,2.189638318670577,0.1036463975906372,3.6760001182556152
15,1.048662901,0.12001849195130786,0.09852129535298966,1.3245356793743892,1.3440860215053765,2.619745845552297,1.945259042033236,0.10724999755620956,3.6760001182556152
16,1.1081218720000001,0.12157509311541942,0.09852129535298966,1.3147605083088951,1.2854349951124144,2.5464320625610948,1.945259042033236,0.10930919647216797,4.5929999351501465
17,1.168290854,0.12409023394999424,0.09852129535298966,1.217008797653959,1.2072336265884651,2.3118279569892475,2.209188660801564,0.11205480247735976,5.0
18,1.227840901,0.1278130487219998,0.09852129535298966,1.295210166177908,1.2267839687194526,2.302052785923754,1.871945259042033,0.11531519889831544,5.0
19,1.2882659440000002,0.1319414863758982,0.09852129535298966,1.3538611925708701,1.4711632453567938,2.302052785923754,2.0185728250244384,0.11977680027484895,5.0
20,1.3489680290000001,0.13649010138907106,0.09852129535298966,1.1779081133919844,1.13880742913001,2.189638318670577,1.8963831867057677,0.12389519810676575,5.0
21,1.4077758790000001,0.13964933203622226,0.09852129535298966,1.1241446725317692,1.1094819159335287,2.179863147605083,1.0410557184750733,0.1233804002404213,5.0
22,1.468147993,0.1432665820151736,0.09852129535298966,1.0606060606060606,1.050830889540567,2.0772238514174,2.0234604105571847,0.13110239803791046,5.0
23,1.5278279780000001,0.14664561432286272,0.09852129535298966,0.9872922776148584,1.021505376344086,2.1994134897360698,1.0703812316715542,0.13436280190944672,5.0
24,1.5884170530000001,0.15046770934257606,0.09852129535298966,1.0654936461388074,1.050830889540567,1.994134897360704,2.1163245356793743,0.13865280151367188,5.0
25,1.648411989,0.15455686712083674,0.09852129535298966,1.295210166177908,1.2805474095796676,1.823069403714565,0.5180840664711632,0.14242799580097198,0.4070000052452088
26,1.7080600259999998,0.15840394815096095,0.09852129535298966,1.5053763440860215,1.5151515151515151,2.0087976539589443,1.8377321603128052,0.1458600014448166,0.4070000052452088
27,1.768576861,0.16263955240726974,0.09852129535298966,1.270772238514174,1.2854349951124144,1.8670576735092863,2.0478983382209193,0.15015000104904175,0.4070000052452088
28,1.827960014,0.16634216161194126,0.09852129535298966,0.9628543499511242,0.9335288367546432,1.7839687194525904,2.1309872922776147,0.1537535935640335,5.0
29,1.888080835,0.1703701895504368,0.09852129535298966,1.0263929618768328,1.0361681329423265,1.8328445747800584,2.2385141739980448,0.15821519494056702,5.0
30,1.948569059,0.17390383726665204,0.09852129535298966,0.8699902248289345,0.8602150537634409,1.598240469208211,1.9599217986314759,0.16199040412902832,5.0
31,2.007958889,0.17761016694986448,0.09852129535298966,1.217008797653959,1.2072336265884651,1.8377321603128052,2.160312805474096,0.16559399664402008,0.7020000219345093
32,2.068717957,0.18235669614750108,0.09852129535298966,0.9188660801564028,0.9188660801564028,1.7302052785923754,1.7204301075268815,0.16954079270362854,0.7020000219345093
33,2.1280460359999998,0.18633296031119376,0.09852129535298966,0.9042033235581622,0.8846529814271751,1.6471163245356797,2.174975562072336,0.17365920543670654,0.3219999969005585
34,2.1881539819999998,0.19040845662790207,0.09852129535298966,0.7038123167155426,0.6744868035190615,1.6129032258064515,1.7204301075268815,0.177606001496315,0.3219999969005585
35,2.248987913,0.19396532717057813,0.09852129535298966,0.8113391984359726,0.7820136852394917,1.6666666666666667,1.857282502443793,0.1813811957836151,0.31700000166893005
36,2.308449984,0.19743674781400308,0.09852129535298966,0.8797653958944281,0.9824046920821116,1.4418377321603129,0.05865102639296187,0.1851564049720764,0.31700000166893005
37,2.368886948,0.20165139456420186,0.09852129535298966,0.6940371456500489,0.6842619745845552,1.5053763440860215,1.6911045943304008,0.18961800634860992,0.31700000166893005
38,2.42817688,0.20609822575386186,0.09852129535298966,0.9726295210166178,0.967741935483871,1.4173998044965788,2.072336265884653,0.1937364041805268,0.3149999976158142
39,2.4884400369999997,0.2104696147382832,0.09852129535298966,0.6842619745845552,0.6647116324535679,1.5395894428152492,2.50733137829912,0.19819800555706024,0.3129999935626984
